12278,5,2,032021,68,7,22.0,486,86,93,54
12279,6,0,032021,733,127,343.0,5203,1306,93,54
12280,6,1,032021,358,78,176.0,2580,753,93,54
12281,6,2,032021,369,49,163.0,2543,538,93,54
12282,13,0,032021,1344,292,614.0,16762,2997,93,54
12283,13,1,032021,725,188,336.0,8528,1774,93,54
12284,13,2,032021,605,100,275.0,8121,1205,93,54
12285,83,0,032021,536,69,280.0,4705,1160,93,54
12286,83,1,032021,294,54,165.0,2358,675,93,54
12287,83,2,032021,239,14,115.0,2283,472,93,54
12288,84,0,032021,278,21,178.0,3055,739,93,54
12289,84,1,032021,140,18,88.0,1500,427,93,54
12290,84,2,032021,133,3,87.0,1515,299,93,54
12291,4,0,032021,141,7,58.0,904,219,93,58
12292,4,1,032021,63,5,26.0,427,132,93,58
12293,4,2,032021,75,2,29.0,448,81,93,58
12294,5,0,032021,124,8,47.0,981,231,93,58
12295,5,1,032021,58,4,21.0,484,143,93,58
12296,5,2,032021,65,4,25.0,490,87,93,58
12297,6,0,032021,733,133,332.0,5237,1310,93,58
12298,6,1,032021,362,86,170.0,2599,755,93,58
12299,6,2,032021,368,47,160.0,2557,540,93,58
12300,13,0,032021,1355,295,624.0,16832,3011,93,58
12301,13,1,032021,731,189,342.0,8568,1781,93,58
12302,13,2,032021,611,103,279.0,8151,1212,93,58
12303,83,0,032021,530,67,284.0,4744,1169,93,58
12304,83,1,032021,285,50,164.0,2379,682,93,58
12305,83,2,032021,241,16,119.0,2301,474,93,58
12306,84,0,032021,285,26,158.0,3064,740,93,58
12307,84,1,032021,146,20,83.0,1501,428,93,58
12308,84,2,032021,138,6,75.0,1522,299,93,58
16215,8,0,032021,58,12,20.0,888,299,44,23
16216,8,1,032021,29,7,10.0,444,177,44,23
16217,8,2,032021,29,5,10.0,434,121,44,23
16218,10,0,032021,114,10,83.0,1426,326,44,23
16219,10,1,032021,59,7,39.0,735,204,44,23
16220,10,2,032021,54,3,43.0,687,120,44,23
16221,51,0,032021,285,27,132.0,2650,737,44,23
16222,51,1,032021,138,18,74.0,1297,406,44,23
16223,51,2,032021,142,9,56.0,1322,323,44,23
16224,52,0,032021,62,3,37.0,953,291,44,23
16225,52,1,032021,25,2,16.0,447,154,44,23
16226,52,2,032021,37,1,21.0,499,133,44,23
16227,54,0,032021,313,73,166.0,3466,980,44,23
16228,54,1,032021,150,39,85.0,1671,560,44,23
16229,54,2,032021,161,32,81.0,1772,414,44,23
16230,55,0,032021,64,12,40.0,1083,301,44,23
16231,55,1,032021,37,11,20.0,527,166,44,23
16232,55,2,032021,27,1,20.0,554,135,44,23
16233,57,0,032021,538,99,378.0,5832,1964,44,23
16234,57,1,032021,276,59,187.0,2893,1110,44,23
16235,57,2,032021,253,37,185.0,2904,837,44,23
16236,67,0,032021,428,70,236.0,5668,1420,44,23
16237,67,1,032021,208,47,104.0,2895,792,44,23
16238,67,2,032021,217,23,130.0,2763,623,44,23
16239,68,0,032021,226,24,114.0,5281,1374,44,23
16240,68,1,032021,103,16,55.0,2730,796,44,23
16241,68,2,032021,123,8,59.0,2542,575,44,23
16242,88,0,032021,135,15,67.0,2128,699,44,23
16243,88,1,032021,58,7,30.0,1004,391,44,23
16244,88,2,032021,76,7,37.0,1116,306,44,23
16245,8,0,032021,58,12,20.0,888,299,44,30
16246,8,1,032021,29,7,10.0,444,177,44,30
16247,8,2,032021,29,5,10.0,434,121,44,30
16248,10,0,032021,112,9,82.0,1427,327,44,30
16249,10,1,032021,60,8,39.0,735,204,44,30
16250,10,2,032021,51,1,42.0,688,121,44,30
16251,51,0,032021,286,32,127.0,2657,740,44,30
16252,51,1,032021,135,22,67.0,1302,409,44,30
16253,51,2,032021,146,9,59.0,1324,323,44,30
16254,52,0,032021,65,3,40.0,954,292,44,30
16255,52,1,032021,26,2,17.0,448,154,44,30
16256,52,2,032021,39,1,23.0,499,134,44,30
16257,54,0,032021,329,75,179.0,3469,981,44,30
16258,54,1,032021,160,41,93.0,1672,561,44,30
16259,54,2,032021,166,32,85.0,1774,414,44,30
16260,55,0,032021,53,12,36.0,1095,305,44,30
16261,55,1,032021,30,11,17.0,534,168,44,30
16262,55,2,032021,23,1,19.0,559,137,44,30
16263,57,0,032021,560,100,394.0,5849,1976,44,30
16264,57,1,032021,292,62,197.0,2903,1117,44,30
16265,57,2,032021,259,35,191.0,2911,842,44,30
16266,67,0,032021,441,73,251.0,5678,1424,44,30
16267,67,1,032021,217,48,114.0,2900,794,44,30
16268,67,2,032021,221,25,135.0,2768,625,44,30
16269,68,0,032021,237,27,125.0,5288,1375,44,30
16270,68,1,032021,110,18,61.0,2733,796,44,30
16271,68,2,032021,127,9,64.0,2546,576,44,30
16272,88,0,032021,147,14,81.0,2128,701,44,30
16273,88,1,032021,63,6,36.0,1004,393,44,30
16274,88,2,032021,83,7,45.0,1116,306,44,30
16275,8,0,032021,57,11,23.0,892,300,44,29
16276,8,1,032021,30,6,12.0,444,177,44,29
16277,8,2,032021,27,5,11.0,438,122,44,29
16278,10,0,032021,120,11,88.0,1434,332,44,29
16279,10,1,032021,66,9,44.0,738,207,44,29
16280,10,2,032021,52,2,42.0,692,123,44,29
16281,51,0,032021,286,32,129.0,2666,741,44,29
16282,51,1,032021,135,22,68.0,1308,409,44,29
16283,51,2,032021,146,9,60.0,1327,324,44,29
16284,52,0,032021,69,4,43.0,956,293,44,29
